congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
116,House,529,12/09/2019,1,530,225,193,0.098,0.033,0.34,0.725,-24.645,HR1146,Passed,Arctic Cultural and Coastal Plain Protection Act,On Passage,
116,House,530,17/09/2019,1,531,198,219,-0.183,0.735,-0.646,-0.783,-15.379,S1790,Failed,National Defense Authorization Act for Fiscal Year 2020,On Motion to Instruct Conferees,
116,House,531,17/09/2019,1,532,407,4,0,0,0,0,0,S1790,Passed,National Defense Authorization Act for Fiscal Year 2020,On Closing Portions of the Conference,
116,House,532,18/09/2019,1,533,228,195,-0.085,0.996,0.565,0.527,-7.31,HRES558,Passed,Providing for consideration of the bill (H.R. 1423) FAIR Act; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules,On Ordering the Previous Question,
116,House,533,18/09/2019,1,534,228,196,0.047,0.055,0.712,-0.201,-0.292,HRES558,Passed,Providing for consideration of the bill (H.R. 1423) FAIR Act; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules; and providing for consideration of motions to suspend the rules,On Agreeing to the Resolution,
116,House,534,18/09/2019,1,535,417,1,0,0,0,0,0,HR4285,Passed,Department of Veterans Affairs Expiring Authorities Act,On Motion to Suspend the Rules and Pass,
116,House,535,19/09/2019,1,536,228,197,0.045,0.045,0.713,-0.188,-0.278,HRES564,Passed,"Providing for consideration of H.R. 4378, making continuing appropriations for fiscal year 2020, and for other purposes",On Ordering the Previous Question,
116,House,536,19/09/2019,1,537,227,196,0.044,0.038,0.713,-0.179,-0.275,HRES564,Passed,"Providing for consideration of H.R. 4378, making continuing appropriations for fiscal year 2020, and for other purposes",On Agreeing to the Resolution,
116,House,537,19/09/2019,1,538,301,123,0.321,-0.947,0.208,-0.132,-110.274,HR4378,Passed,"Making continuing appropriations for fiscal year 2020, and for other purposes",On Passage,
116,House,538,20/09/2019,1,539,161,250,0.228,0.974,-0.448,-0.248,-45.95,HR1423,Failed,,On Agreeing to the Amendment,
116,House,539,20/09/2019,1,540,225,186,-0.147,0.778,0.596,0.952,-12.424,HR1423,Passed,Forced Arbitration Injustice Repeal Act,On Passage,
116,House,540,24/09/2019,1,541,394,21,0.176,-0.984,0.141,-0.721,-46.479,HR3190,Passed,BURMA Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,541,25/09/2019,1,542,227,191,0.047,0.054,0.712,-0.196,-0.289,HRES577,Passed,"Providing for consideration of H.R. 2203, the Homeland Security Improvement Act; H.R. 3525, the US Border Patrol Medical Screening Standards Act ; and H.Res. 576, expressing the sense of the House with respect to the whistleblower complaint of Aug 12, 2019, made to the Inspector General of the Intelligence Community",On Ordering the Previous Question on the Amendment and the Resolution,
116,House,542,25/09/2019,1,543,228,191,-0.009,0.132,0.718,-0.003,-2.556,HRES577,Passed,"Providing for consideration of H.R. 2203, the Homeland Security Improvement Act; H.R. 3525, the US Border Patrol Medical Screening Standards Act ; and H.Res. 576, expressing the sense of the House with respect to the whistleblower complaint of Aug 12, 2019, made to the Inspector General of the Intelligence Community",On Agreeing to the Resolution,
116,House,543,25/09/2019,1,544,321,103,0.195,0.981,0.158,0.289,-132.434,HR1595,Passed,SAFE Banking Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,544,25/09/2019,1,545,207,216,-0.121,0.25,-0.536,-1.133,-18.481,HR2203,Failed,Homeland Security Improvement Act,On Motion to Recommit with Instructions,
116,House,545,25/09/2019,1,546,230,194,0.035,-0.035,0.688,0.476,-3.182,HR2203,Passed,Homeland Security Improvement Act,On Passage,
116,House,546,25/09/2019,1,547,232,193,0.04,0.327,0.668,0.613,-2.183,HRES590,Passed,Raising a question of the privileges of the House,On Motion to Table,
116,House,547,25/09/2019,1,548,421,0,0,0,0,0,0,HRES576,Passed,"Expressing the sense of the House of Representatives with respect to the whistleblower complaint of August 12, 2019, made to the Inspector General of the Intelligence Community",On Agreeing to the Resolution,
116,House,548,26/09/2019,1,549,230,187,0.047,0.291,0.67,0.596,-2.173,HRES591,Passed,"Providing for consideration of S.J. Res. 54, relating to a national emergency declared by the President on February 15, 2019",On Ordering the Previous Question,
116,House,549,26/09/2019,1,550,229,186,0.047,0.291,0.67,0.596,-2.173,HRES591,Passed,"Providing for consideration of S.J. Res. 54, relating to a national emergency declared by the President on February 15, 2019",On Agreeing to the Resolution,
116,House,550,26/09/2019,1,551,202,213,-0.218,0.565,-0.617,-0.871,-21.527,HR3525,Failed,U.S. Border Patrol Medical Screening Standards Act,On Motion to Recommit with Instructions,
116,House,551,26/09/2019,1,552,230,184,0.048,0.213,0.568,1.052,-8.21,HR3525,Passed,U.S. Border Patrol Medical Screening Standards Act,On Passage,
116,House,552,27/09/2019,1,553,236,174,-0.007,0.627,0.542,1.16,-26.622,SJRES54,Passed,"Relating to a national emergency declared by the President on February 15, 2019",On Passage,
116,House,553,27/09/2019,1,554,403,1,0,0,0,0,0,HR3722,Passed,Joint Task Force to Combat Opioid Trafficking Act,On Motion to Suspend the Rules and Pass,
116,House,554,27/09/2019,1,555,222,184,0.05,0.276,0.671,0.59,-2.167,HRES603,Passed,Raising a question of the privileges of the House,On Motion to Table,
