congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
116,House,1,03/01/2019,1,2,220,210,-0.107,0.471,0.706,-0.198,-28.71,,Pelosi,,Election of the Speaker,
116,House,2,03/01/2019,1,3,230,197,0.068,0.046,0.714,-0.082,-0.36,HRES5,Passed,"Providing for consideration of H.Res. 6, adopting the Rules of the House of Representatives for the 116th Congress; providing for consideration of H.R. 21, making appropriations for the FY ending September 30, 2019, and for other purposes",On Motion to Table the Motion to Refer,
116,House,3,03/01/2019,1,4,233,197,0.068,0.046,0.714,-0.082,-0.36,HRES5,Passed,"Providing for consideration of H.Res. 6, adopting the Rules of the House of Representatives for the 116th Congress; H.R. 21, making appropriations for the FY ending September 30, 2019; H.J.Res. 1, making further continuing appropriations for the Department of Homeland Security for FY 2019, and for other purposes",On Ordering the Previous Question,
116,House,4,03/01/2019,1,5,197,232,0.067,0.038,-0.714,0.074,-0.355,HRES5,Failed,"Providing for consideration of H.Res. 6, adopting the Rules of the House of Representatives for the 116th Congress; H.R. 21, making appropriations for the FY ending September 30, 2019; H.J.Res. 1, making further continuing appropriations for the Department of Homeland Security for FY 2019, and for other purposes",On Motion to Commit with Instructions,
116,House,5,03/01/2019,1,6,234,194,0.068,0.046,0.714,-0.082,-0.36,HRES5,Passed,"Providing for consideration of H.Res. 6, adopting the Rules of the House of Representatives for the 116th Congress; H.R. 21, making appropriations for the FY ending September 30, 2019; H.J.Res. 1, making further continuing appropriations for the Department of Homeland Security for FY 2019, and for other purposes",On Agreeing to the Resolution,
116,House,6,03/01/2019,1,7,234,197,0.191,0.982,0.341,-0.195,-22.412,HRES6,Passed,"Adopting the Rules of the House of Representatives for the One Hundred Sixteenth Congress, and for other purposes",On Agreeing to Title I of the Resolution,
116,House,7,03/01/2019,1,8,197,233,0.068,0.046,-0.714,0.082,-0.36,HJRES1,Failed,"Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,8,03/01/2019,1,9,239,192,0.219,-0.062,0.677,0.502,-7.335,HJRES1,Passed,"Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",On Passage,
116,House,9,03/01/2019,1,10,199,232,0.14,-0.979,-0.665,-0.408,-8.66,HR21,Failed,"Making appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,10,03/01/2019,1,11,241,190,0.209,0.1,0.682,0.87,-13.247,HR21,Passed,"Making appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Passage,
116,House,11,04/01/2019,1,12,418,12,0.751,-0.661,0.38,-0.065,-34.828,HRES6,Passed,"Adopting the Rules of the House of Representatives for the One Hundred Sixteenth Congress, and for other purposes",On Agreeing to Title II of the Resolution,
116,House,12,08/01/2019,1,13,401,17,0.881,0.473,1.287,-1.084,-39.043,HR269,Passed,Pandemic and All-Hazards Preparedness and Advancing Innovation Act,On Motion to Suspend the Rules and Pass,
116,House,13,08/01/2019,1,14,414,3,0,0,0,0,0,HR251,Passed,Chemical Facility Anti-Terrorism Standards Program Extension Act,On Motion to Suspend the Rules and Pass,
116,House,14,08/01/2019,1,15,235,161,-0.389,0.921,0.111,0.324,-175.19,,Passed,,On Approving the Journal,
116,House,15,09/01/2019,1,16,231,195,0.068,0.044,0.714,-0.084,-0.359,HRES28,Passed,"Providing for consideration of H.R. 264, H.R. 265, H.R. 266, and H.R. 267; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Ordering the Previous Question,
116,House,16,09/01/2019,1,17,231,195,0.068,0.044,0.714,-0.084,-0.359,HRES28,Passed,"Providing for consideration of H.R. 264, H.R. 265, H.R. 266, and H.R. 267; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Agreeing to the Resolution,
116,House,17,09/01/2019,1,18,414,11,0.449,-0.893,0.608,-2.397,-27.673,HR226,Passed,Clarity on Small Business Participation in Category Management Act,On Motion to Suspend the Rules and Pass,
116,House,18,09/01/2019,1,19,235,192,0.134,0.381,0.718,0.453,-6.894,HRES6,Passed,"Adopting the Rules of the House of Representatives for the One Hundred Sixteenth Congress, and for other purposes",On Agreeing to Title III of the Resolution,
116,House,19,09/01/2019,1,20,200,227,-0.098,0.995,-0.327,-0.145,-30.622,HR264,Failed,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,20,09/01/2019,1,21,240,188,0.221,0.079,0.827,1.016,-16.597,HR264,Passed,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2019, and for other purposes",On Passage,
116,House,21,10/01/2019,1,22,193,228,-0.138,0.704,-0.597,-0.937,-15.145,HR267,Failed,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,22,10/01/2019,1,23,244,180,0.297,-0.08,0.642,0.763,-16.98,HR267,Passed,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",On Passage,
116,House,23,10/01/2019,1,24,197,229,-0.199,0.98,-0.625,-0.729,-15.956,HR265,Failed,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,24,10/01/2019,1,25,243,183,0.281,-0.07,0.632,0.82,-15.481,HR265,Passed,"Making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2019, and for other purposes",On Passage,
116,House,25,11/01/2019,1,26,190,229,-0.022,0.361,-0.562,-1.074,-18.875,HR266,Failed,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,26,11/01/2019,1,27,240,179,0.281,-0.066,0.631,0.825,-15.455,HR266,Passed,"Making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2019, and for other purposes",On Passage,
116,House,27,11/01/2019,1,28,411,7,0,0,0,0,0,S24,Passed,Government Employee Fair Treatment Act,On Motion to Suspend the Rules and Pass,
116,House,28,11/01/2019,1,29,411,1,0,0,0,0,0,HR221,Passed,Special Envoy to Monitor and Combat Anti-Semitism Act,On Motion to Suspend the Rules and Pass,
116,House,29,14/01/2019,1,30,403,2,0,0,0,0,0,HR116,Passed,Investing in Main Street Act,On Motion to Suspend the Rules and Pass,
116,House,30,15/01/2019,1,31,237,187,0.2,0.126,0.64,0.759,-9.888,HJRES27,Failed,"Making further continuing appropriations for fiscal year 2019, and for other purposes",On Motion to Suspend the Rules and Pass,
116,House,31,15/01/2019,1,32,424,1,0,0,0,0,0,HRES41,Passed,Rejecting White nationalism and White supremacy,On Motion to Suspend the Rules and Agree,
116,House,32,15/01/2019,1,33,424,0,0,0,0,0,0,HR135,Passed,Federal Employee Antidiscrimination Act,On Motion to Suspend the Rules and Pass,
116,House,33,16/01/2019,1,34,230,194,0.068,0.046,0.714,-0.083,-0.359,HRES43,Passed,"Providing for consideration of the bill (H.R. 268) making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes, and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Ordering the Previous Question,
116,House,34,16/01/2019,1,35,230,193,0.068,0.046,0.714,-0.083,-0.359,HRES43,Passed,"Providing for consideration of the bill (H.R. 268) making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes, and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Agreeing to the Resolution,
116,House,35,16/01/2019,1,36,415,6,0,0,0,0,0,HR190,Passed,Expanding Contracting Opportunities for Small Businesses Act,On Motion to Suspend the Rules and Pass,
116,House,36,16/01/2019,1,37,226,197,0.402,-0.607,0.418,1.044,-28.179,HR268,Agreed to,,On Agreeing to the Amendment,
116,House,37,16/01/2019,1,38,193,231,0.068,0.046,-0.714,0.083,-0.359,HR268,Failed,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,38,16/01/2019,1,39,237,187,0.196,0.14,0.639,0.764,-9.854,HR268,Passed,"Making supplemental appropriations for the fiscal year ending September 30, 2019, and for other purposes",On Passage,
116,House,39,17/01/2019,1,40,230,190,0.069,0.044,0.714,-0.085,-0.359,HRES52,Passed,"Providing for consideration of the joint resolution (H.J. Res. 28) making further continuing appropriations for fiscal year 2019, and for other purposes, and providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,
116,House,40,17/01/2019,1,41,422,0,0,0,0,0,0,HR150,Passed,Grant Reporting Efficiency and Agreements Transparency Act or GREAT Act,On Motion to Suspend the Rules and Pass,
116,House,41,17/01/2019,1,42,362,53,0.041,-0.999,0.114,-0.449,-110.657,HJRES30,Passed,Disapproving the President’s proposal to take an action relating to the application of certain sanctions with respect to the Russian Federation,On Motion to Suspend the Rules and Pass,
116,House,42,17/01/2019,1,43,195,222,-0.067,0.956,-0.644,-0.013,-16.479,HJRES28,Failed,"Making further continuing appropriations for fiscal year 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,43,22/01/2019,1,44,357,22,0.205,-0.914,0.347,-1.489,-33.048,HR676,Passed,NATO Support Act,On Motion to Suspend the Rules and Pass,
116,House,44,22/01/2019,1,45,377,3,0,0,0,0,0,HR328,Passed,Hack Your State Department Act,On Motion to Suspend the Rules and Pass,
116,House,45,23/01/2019,1,46,229,184,0.157,0.988,0.425,0.039,-16.404,HJRES28,Passed,"Making further continuing appropriations for fiscal year 2019, and for other purposes",On Passage,
116,House,46,23/01/2019,1,47,223,190,0.128,-0.379,0.669,0.605,-5.21,HRES61,Passed,"Providing for consideration of the bill H.R. 648, and consideration of the joint resolution, H.J. Res. 31; providing for consideration of motions to suspend the rules; and waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Agreeing to the Resolution,
116,House,47,23/01/2019,1,48,200,215,-0.107,0.084,-0.709,-0.134,-17.229,HR648,Failed,"Consolidated Appropriations Act, 2019",On Motion to Recommit with Instructions,
116,House,48,23/01/2019,1,49,234,180,0.178,0.984,0.425,0.1,-23.663,HR648,Passed,"Consolidated Appropriations Act, 2019",On Passage,
116,House,49,24/01/2019,1,50,200,214,0.024,-1,-0.455,-0.268,-22.601,HJRES31,Failed,"Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",On Motion to Recommit with Instructions,
116,House,50,24/01/2019,1,51,231,180,0.208,0.978,0.534,-0.117,-12.786,HJRES31,Passed,"Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",On Passage,
116,House,51,28/01/2019,1,52,413,3,0,0,0,0,0,HR624,Passed,Promoting Transparent Standards for Corporate Insiders Act,On Motion to Suspend the Rules and Pass,
116,House,52,28/01/2019,1,53,412,3,0,0,0,0,0,HR502,Passed,Fight Illicit Networks and Detect Trafficing Act,On Motion to Suspend the Rules and Pass,
116,House,53,28/01/2019,1,54,234,170,-0.498,0.665,0.091,0.453,-201.723,,Passed,,On Approving the Journal,
116,House,54,29/01/2019,1,55,14,395,0.787,0.617,-1.348,-0.242,-36.078,,Failed,,On Motion to Adjourn,
116,House,55,29/01/2019,1,56,422,3,0,0,0,0,0,HR428,Passed,Homeland Security Assessment of Terrorists’ Use of Virtual Currencies Act,On Motion to Suspend the Rules and Pass,
116,House,56,29/01/2019,1,57,412,12,0.36,-0.695,0.196,-1.67,-17.928,HR449,Passed,Pathways to Improving Homeland Security at the Local Level Act,On Motion to Suspend the Rules and Pass,
116,House,57,29/01/2019,1,58,414,12,0.944,0.331,1.052,-2.139,-38.642,HR769,Passed,Counterterrorism Advisory Board Act,On Motion to Suspend the Rules and Pass,
116,House,58,29/01/2019,1,59,240,176,0.071,0.997,0.3,0.267,-47.622,HRES77,Passed,Expressing the sense of Congress that financial institutions and other companies should work proactively with their customers affected by the shutdown of the Federal Government who may be facing short-term financial hardship and long-term damage to their creditworthiness through no fault of their own,Table Motion to Reconsider,
116,House,59,30/01/2019,1,60,232,190,0.07,0.036,0.713,-0.097,-0.358,HRES87,Passed,"Providing for consideration of the bill (H.R. 790) to provide for a pay increase in 2019 for certain civilian employees of the Federal Government, and for other purposes, and providing for consideration of motions to suspend the rules",On Ordering the Previous Question,
116,House,60,30/01/2019,1,61,231,189,0.07,0.036,0.713,-0.097,-0.358,HRES87,Passed,"Providing for consideration of the bill (H.R. 790) to provide for a pay increase in 2019 for certain civilian employees of the Federal Government, and for other purposes, and providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,
116,House,61,30/01/2019,1,62,240,182,0.199,0.618,0.372,0.041,-21.997,HR790,Agreed to,,On Agreeing to the Amendment,
116,House,62,30/01/2019,1,63,206,216,0.218,-0.306,-0.431,-1.346,-36.446,HR790,Failed,Federal Civilian Workforce Pay Raise Fairness Act,On Motion to Recommit with Instructions,
116,House,63,30/01/2019,1,64,259,161,0.261,0.501,0.638,0.77,-43.448,HR790,Passed,Federal Civilian Workforce Pay Raise Fairness Act,On Passage,
116,House,64,30/01/2019,1,65,249,163,0.25,0.279,0.304,0.353,-44.246,HRES79,Failed,Expressing the sense of the House of Representatives that Government shutdowns are detrimental to the Nation and should not occur,"On Motion to Suspend the Rules and Agree, as Amended",
116,House,65,06/02/2019,1,66,404,19,0.305,-0.919,0.259,-0.965,-30.522,HR831,Passed,Reviving America’s Scenic Byways Act,On Motion to Suspend the Rules and Pass,
116,House,66,06/02/2019,1,67,399,22,0.462,-0.887,0.904,-2.246,-42.401,HR66,Passed,Route 66 Centennial Commission Act,On Motion to Suspend the Rules and Pass,
116,House,67,07/02/2019,1,68,227,189,0.076,0.083,0.715,-0.035,-0.294,HRES105,Passed,"Providing for consideration of H.R. 840, the Veterans’ Access to Child Care Act; providing for adoption of H.Res. 86, providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress; providing for consideration of motions to suspend the rules",On Ordering the Previous Question,
116,House,68,07/02/2019,1,69,225,193,0.068,0.047,0.714,-0.084,-0.359,HRES105,Passed,"Providing for consideration of H.R. 840, the Veterans’ Access to Child Care Act; providing for adoption of H.Res. 86, providing amounts for the expenses of the Select Committee on the Climate Crisis and the Select Committee on the Modernization of Congress; providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,
116,House,69,07/02/2019,1,70,417,0,0,0,0,0,0,HR450,Passed,Preventing Crimes Against Veterans Act of 2019,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,70,07/02/2019,1,71,414,1,0,0,0,0,0,HR507,Passed,Put Trafficking Victims First Act of 2019,On Motion to Suspend the Rules and Pass,
116,House,71,08/02/2019,1,72,172,242,0.137,0.774,-0.271,-0.229,-47.046,HR840,Failed,,On Agreeing to the Amendment,
116,House,72,08/02/2019,1,73,397,19,0.884,-0.308,0.279,-1.332,-45.759,HR840,Agreed to,,On Agreeing to the Amendment,
116,House,73,08/02/2019,1,74,200,214,-0.145,0.418,-0.528,-1.168,-27.715,HR840,Failed,Veterans’ Access to Child Care Act,On Motion to Recommit with Instructions,
116,House,74,08/02/2019,1,75,400,9,0,0,0,0,0,HR840,Passed,Veterans’ Access to Child Care Act,On Passage,
116,House,75,11/02/2019,1,76,377,3,0,0,0,0,0,HR1065,Passed,Social Media Use in Clearance Investigations Act,On Motion to Suspend the Rules and Pass,
116,House,76,11/02/2019,1,77,379,0,0,0,0,0,0,HR1079,Passed,Creating Advanced Streamlined Electronic Services for Constituents Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,77,13/02/2019,1,78,227,195,0.068,0.038,0.714,-0.088,-0.354,HRES122,Passed,"Providing for consideration of H.J. Res.37, directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Ordering the Previous Question,
116,House,78,13/02/2019,1,79,228,193,0.068,0.038,0.714,-0.088,-0.354,HRES122,Passed,"Providing for consideration of H.J. Res.37, directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules",On Agreeing to the Resolution,
116,House,79,13/02/2019,1,80,215,199,-0.43,0.903,0.128,0.288,-188.271,,Passed,,On Approving the Journal,
116,House,80,13/02/2019,1,81,251,173,0.245,-0.442,-0.332,-1.563,-86.589,HJRES37,Agreed to,,On Agreeing to the Amendment,
116,House,81,13/02/2019,1,82,424,0,0,0,0,0,0,HJRES37,Passed,Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Motion to Recommit with Instructions,
116,House,82,13/02/2019,1,83,248,177,-0.238,0.971,0.47,1.181,-50.945,HJRES37,Passed,Directing the removal of United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress,On Passage,
116,House,83,13/02/2019,1,84,418,0,0,0,0,0,0,HR995,Passed,Settlement Agreement Information Database Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,84,14/02/2019,1,85,229,195,0.066,0.049,0.713,-0.107,-0.338,HRES131,Passed,"Providing for consideration of the conference report to accompany H.J. Res. 31, making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes; providing for proceedings during the period from February 15, 2019 through February 22, 2019",On Ordering the Previous Question,
116,House,85,14/02/2019,1,86,230,196,0.066,0.05,0.713,-0.107,-0.339,HRES131,Passed,"Providing for consideration of the conference report to accompany H.J. Res. 31, making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes; providing for proceedings during the period from February 15, 2019 through February 22, 2019",On Agreeing to the Resolution,
116,House,86,14/02/2019,1,87,300,128,0.626,0.78,0.212,-0.282,-150.283,HJRES31,Passed,"Making further continuing appropriations for the Department of Homeland Security for fiscal year 2019, and for other purposes",On Agreeing to the Conference Report,
116,House,87,25/02/2019,1,88,385,18,0.138,-0.928,0.233,-1.3,-30.625,HR539,Passed,Innovators to Entrepreneurs Act,On Motion to Suspend the Rules and Pass,
116,House,88,25/02/2019,1,89,387,19,-0.133,-0.991,0.137,-1.202,-41.992,HR276,Passed,Recognizing Achievement in Classified School Employees Act,On Motion to Suspend the Rules and Pass,
116,House,89,26/02/2019,1,90,229,191,0.068,0.06,0.714,-0.092,-0.321,HRES145,Passed,"Providing for consideration of the bill (H.R. 8) Bipartisan Background Checks Act, and providing for consideration of the bill (H.R. 1112) Enhanced Background Checks Act",On Ordering the Previous Question,
116,House,90,26/02/2019,1,91,227,194,0.01,0.099,0.684,0.515,-5.73,HRES145,Passed,"Providing for consideration of the bill (H.R. 8) Bipartisan Background Checks Act, and providing for consideration of the bill (H.R. 1112) Enhanced Background Checks Act",On Agreeing to the Resolution,
116,House,91,26/02/2019,1,92,228,193,0.068,0.058,0.714,-0.094,-0.319,HRES144,Passed,"Providing for consideration of the joint resolution (H.J. Res. 46) relating to a national emergency declared by the President on February 15, 2019",On Ordering the Previous Question,
116,House,92,26/02/2019,1,93,229,193,0.068,0.06,0.714,-0.092,-0.321,HRES144,Passed,"Providing for consideration of the joint resolution (H.J. Res. 46) relating to a national emergency declared by the President on February 15, 2019",On Agreeing to the Resolution,
116,House,93,26/02/2019,1,94,245,182,-0.092,0.946,0.602,1.167,-32.957,HJRES46,Passed,"Relating to a national emergency declared by the President on February 15, 2019",On Passage,
116,House,94,26/02/2019,1,95,363,62,0.535,-0.845,0.281,-0.135,-91.606,S47,Passed,Natural Resources Management Act,On Motion to Suspend the Rules and Pass,
116,House,95,27/02/2019,1,96,181,247,-0.16,0.885,-0.493,-1.18,-40.834,HR8,Failed,,On Agreeing to the Amendment,
116,House,96,27/02/2019,1,97,306,119,0.306,0.495,0.188,0.393,-120.094,HR8,Agreed to,,On Agreeing to the Amendment,
116,House,97,27/02/2019,1,98,220,209,-0.323,0.76,-0.596,-0.897,-29.235,HR8,Passed,Bipartisan Background Checks Act,On Motion to Recommit with Instructions,
116,House,98,27/02/2019,1,99,240,190,0.287,-0.166,0.552,1.151,-19.074,HR8,Passed,Bipartisan Background Checks Act,On Passage,
116,House,99,28/02/2019,1,100,280,144,0.032,0.999,0.268,0.537,-87.813,HR1112,Agreed to,,On Agreeing to the Amendment,
116,House,100,28/02/2019,1,101,232,193,0.014,0.41,0.572,1.032,-8.103,HR1112,Agreed to,,On Agreeing to the Amendment,
116,House,101,28/02/2019,1,102,194,232,-0.193,0.981,-0.589,-0.933,-14.762,HR1112,Failed,Enhanced Background Checks Act,On Motion to Recommit with Instructions,
116,House,102,28/02/2019,1,103,228,198,0.059,0.044,0.304,0.524,-23.983,HR1112,Passed,Enhanced Background Checks Act,On Passage,
116,House,103,05/03/2019,1,104,416,0,0,0,0,0,0,HR1381,Passed,Burn Pit Registry Enhancement Act,On Motion to Suspend the Rules and Pass,
116,House,104,05/03/2019,1,105,417,0,0,0,0,0,0,S49,Passed,"To designate the outstation of the Department of Veterans Affairs in North Ogden, Utah, as the Major Brent Taylor Vet Center Outstation",On Motion to Suspend the Rules and Pass,
116,House,105,06/03/2019,1,106,232,191,0.064,0.05,0.714,-0.101,-0.335,HRES172,Passed,"Providing for consideration of H.R. 1, the For the People Act of 2019; and providing for consideration of motions to suspend the rules",On Ordering the Previous Question,
116,House,106,06/03/2019,1,107,232,192,0.064,0.05,0.714,-0.101,-0.335,HRES172,Passed,"Providing for consideration of H.R. 1, the For the People Act of 2019; and providing for consideration of motions to suspend the rules",On Agreeing to the Resolution,
116,House,107,07/03/2019,1,108,407,23,0.993,0.119,1.654,-1.562,-67.342,HRES183,Passed,Condemning anti-Semitism as hateful expressions of intolerance that are contradictory to the values and aspirations that define the people of the United States and condemning anti-Muslim discrimination and bigotry against minorities as hateful expressions of intolerance that are contrary to the values and aspirations,"On Motion to Suspend the Rules and Agree, as Amended",
116,House,108,07/03/2019,1,109,216,213,-0.127,0.141,1.092,0.544,-38.934,HR1,Agreed to,,On Agreeing to the Amendment,
116,House,109,07/03/2019,1,110,197,232,0.122,0.993,-0.479,0.251,-8.039,HR1,Failed,,On Agreeing to the Amendment,
116,House,110,07/03/2019,1,111,123,303,0.067,-0.998,0.141,0.343,-149.526,HR1,Failed,,On Agreeing to the Amendment,
116,House,111,07/03/2019,1,112,198,230,0.123,-0.992,-0.52,-0.286,-12.667,HR1,Failed,,On Agreeing to the Amendment,
116,House,112,07/03/2019,1,113,192,235,-0.074,0.997,-0.621,-0.799,-12.921,HR1,Failed,,On Agreeing to the Amendment,
116,House,113,07/03/2019,1,114,193,234,0.084,0.265,-0.69,-0.467,-2.25,HR1,Failed,,On Agreeing to the Amendment,
116,House,114,08/03/2019,1,115,235,187,0.16,0.089,0.688,0.483,-5.083,HR1,Agreed to,,On Agreeing to the Amendment,
116,House,115,08/03/2019,1,116,236,186,0.007,1,0.32,0.274,-28.471,HR1,Agreed to,,On Agreeing to the Amendment,
116,House,116,08/03/2019,1,117,197,228,-0.225,0.974,-0.634,-0.824,-19.288,HR1,Failed,For the People Act,On Motion to Recommit with Instructions,
116,House,117,08/03/2019,1,118,234,193,0.06,0.041,0.714,-0.091,-0.321,HR1,Passed,For the People Act,On Passage,
116,House,118,11/03/2019,1,119,387,22,0.354,-0.804,0.207,-0.786,-36.225,HR1122,Passed,Housing Choice Voucher Mobility Demonstration Act,On Motion to Suspend the Rules and Pass,
116,House,119,11/03/2019,1,120,404,7,0,0,0,0,0,HR758,Passed,Cooperate with Law Enforcement Agencies and Watch Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,120,12/03/2019,1,121,416,1,0,0,0,0,0,HRES156,Passed,Calling for accountability and justice for the assassination of Boris Nemtsov,"On Motion to Suspend the Rules and Agree, as Amended",
116,House,121,12/03/2019,1,122,427,1,0,0,0,0,0,HR596,Passed,Crimea Annexation Non-recognition Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,122,12/03/2019,1,123,426,1,0,0,0,0,0,HR1654,Passed,Federal Register Modernization Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,123,13/03/2019,1,124,233,195,0.06,0.043,0.714,-0.089,-0.323,HRES208,Passed,"Providing for consideration of H. Con. Res. 24, expressing the sense of Congress that the report of Special Counsel Mueller should be made available to the public and to Congress; providing for proceedings during the period from March 15, 2019, through March 22, 2019",On Agreeing to the Resolution,
116,House,124,14/03/2019,1,125,420,0,0,0,0,0,0,HCONRES24,Passed,Expressing the sense of Congress that the report of Special Counsel Mueller should be made available to the public and to Congress,On Agreeing to the Resolution,
116,House,125,25/03/2019,1,126,391,24,0.25,-0.958,0.37,-1.298,-33.38,HR1616,Passed,European Energy Security and Diversification Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,126,26/03/2019,1,127,248,181,-0.033,0.722,0.553,1.213,-33.243,HJRES46,Failed,"Relating to a national emergency declared by the President on February 15, 2019","On Passage, Objections of the President to the Contrary Notwithstanding",
116,House,127,26/03/2019,1,128,404,21,-0.051,-0.999,0.071,-0.669,-61.119,HR1388,Passed,Lytton Rancheria Homelands Act,On Motion to Suspend the Rules and Pass,
116,House,128,26/03/2019,1,129,403,21,0.633,-0.774,0.243,-0.294,-50.196,HR297,Passed,Little Shell Tribe of Chippewa Indians Restoration Act,On Motion to Suspend the Rules and Pass,
116,House,129,27/03/2019,1,130,231,192,0.059,0.041,0.714,-0.086,-0.317,HRES252,Passed,"Providing for consideration of H.R. 7, the Paycheck Fairness Act; H. Res. 124, expressing opposition to banning service in the Amred Forces by openly transgender individuals",On Ordering the Previous Question,
116,House,130,27/03/2019,1,131,232,190,0.06,0.036,0.714,-0.09,-0.316,HRES252,Passed,"Providing for consideration of H.R. 7, the Paycheck Fairness Act; H. Res. 124, expressing opposition to banning service in the Amred Forces by openly transgender individuals",On Agreeing to the Resolution,
116,House,131,27/03/2019,1,132,403,24,0.619,0.786,0.248,0.245,-64.042,HR7,Agreed to,,On Agreeing to the Amendment,
116,House,132,27/03/2019,1,133,191,236,-0.123,0.992,-0.584,-0.755,-9.872,HR7,Failed,Paycheck Fairness Act,On Motion to Recommit with Instructions,
116,House,133,27/03/2019,1,134,242,187,0.241,-0.247,0.808,0.298,-14.738,HR7,Passed,Paycheck Fairness Act,On Passage,
116,House,134,28/03/2019,1,135,238,185,0.038,0.999,0.498,0.414,-13.552,HRES124,Passed,Expressing opposition to banning service in the Armed Forces by openly transgender individuals,On Agreeing to the Resolution,
116,House,135,28/03/2019,1,136,216,179,-0.56,0.754,0.113,0.453,-187.752,,Passed,,On Approving the Journal,
116,House,136,01/04/2019,1,137,384,18,0.103,-0.995,0.157,-0.901,-37.725,HR1593,Passed,Coordinating and Leveraging Activities for School Security Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,137,01/04/2019,1,138,394,7,0,0,0,0,0,HR1590,Passed,Terrorist and Foreign Fighter Travel Exercise Act,"On Motion to Suspend the Rules and Pass, as Amended",
116,House,138,01/04/2019,1,139,207,181,-0.584,0.587,0.094,0.53,-194.497,,Passed,,On Approving the Journal,
116,House,139,02/04/2019,1,140,231,191,-0.092,0.996,0.554,0.562,-7.049,HRES274,Passed,Consideration of (S.J.Res. 7) to direct the removal of the United States Armed Forces from hostilities in the Republic of Yemen that have not been authorized by Congress; consideration of (H.Res. 271) Condemning the Trump Administration’s Legal Campaign to Take Away Americans’ Health Care; and suspension authority.,On Ordering the Previous Question,
